カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
ペドロ,OP08-030_p1,OP08-030,CHARACTER,R,4,斬,5000,1000,緑,2,ミンク族,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】以下から1つを選ぶ。・相手のドン‼1枚までを、レストにする。・相手のレストのコスト6以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】
エドワード・ニューゲート,OP08-043_p1,OP08-043,CHARACTER,SR,10,特,12000,0,青,2,四皇/白ひげ海賊団,【登場時】自分のリーダーが『白ひげ海賊団』を含む特徴を持ち、自分のライフが2枚以下の場合、相手のキャラすべては、次の相手のターン終了時まで、アタックする際、自身の手札2枚を捨てなければアタックすることができない。,,ブースターパック 二つの伝説【OP-08】
ポートガス・D・エース,OP08-052_p1,OP08-052,CHARACTER,R,5,特,6000,1000,青,2,白ひげ海賊団,【登場時】自分のデッキの上から1枚を公開し、コスト4以下の『白ひげ海賊団』を含む特徴を持つキャラカード1枚までを、登場させる。その後、残りをデッキの上か下に置く。,,ブースターパック 二つの伝説【OP-08】
キング,OP08-057_p1,OP08-057,LEADER,L,-,特,5000,0,紫/黒,2,百獣海賊団,【起動メイン】【ターン1回】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：以下から1つを選ぶ。・自分の手札が5枚以下の場合、カード1枚を引く。・相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】
シャーロット・プリン,OP08-058_p1,OP08-058,LEADER,L,-,知,5000,0,紫/黄,2,ビッグ・マム海賊団,【アタック時】自分のライフの上から2枚を表向きにできる：ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】
シャーロット・プリン,OP08-067_p1,OP08-067,CHARACTER,R,3,知,4000,1000,紫,2,ビッグ・マム海賊団,【自分のターン中】【ターン1回】自分の場のドン‼がドン‼デッキに戻された時、ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】
シャーロット・リンリン,OP08-069_p1,OP08-069,CHARACTER,SR,9,特,9000,0,紫,2,元ロックス海賊団/ビッグ・マム海賊団,"【登場時】ドン‼-1,自分の手札1枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。その後、相手のコスト6以下のキャラ1枚までを、相手のライフの上か下に表向きで加える。",,ブースターパック 二つの伝説【OP-08】
ブラックマリア,OP08-074_p1,OP08-074,CHARACTER,SR,3,特,2000,2000,紫,2,百獣海賊団,【起動メイン】【ターン1回】自分のキャラの他の「ブラックマリア」がいない場合、ドン‼デッキからドン‼5枚までを、レストで追加する。その後、このターン終了時、相手の場のドン‼の枚数と同じ枚数になるように自分の場のドン‼をドン‼デッキに戻す。,,ブースターパック 二つの伝説【OP-08】
カイドウ,OP08-079_p1,OP08-079,CHARACTER,SR,9,打,9000,0,黒,2,元ロックス海賊団/百獣海賊団,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：このキャラが登場したターンの場合、相手のコスト7以下のキャラ1枚までを、トラッシュに置く。その後、相手は自身の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】
クイーン,OP08-080_p1,OP08-080,CHARACTER,R,1,打,2000,1000,黒,2,百獣海賊団,【登場時】自分のデッキの上から5枚を見て、「クイーン」以外の特徴《百獣海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】
ジャック,OP08-084_p1,OP08-084,CHARACTER,SR,7,斬,8000,0,黒,2,百獣海賊団,このキャラのコスト+4。【起動メイン】このキャラをレストにできる：カード1枚を引き、自分の手札1枚を捨てる。その後、相手のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】
カルガラ,OP08-098_p1,OP08-098,LEADER,L,-,斬,5000,0,黄,2,ジャヤ/空島/シャンドラの戦士,【ドン‼×1】【アタック時】自分の手札から自分の場のドン‼の枚数以下のコストを持ち、特徴《シャンドラの戦士》を持つキャラカード1枚までを、登場させる。登場させた場合、自分のライフの上から1枚を手札に加える。,,ブースターパック 二つの伝説【OP-08】
ジュエリー・ボニー,OP08-105_p1,OP08-105,CHARACTER,SR,3,特,4000,1000,黄,2,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【トリガー】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 二つの伝説【OP-08】
ナミ,OP08-106_p1,OP08-106,CHARACTER,SR,5,特,5000,1000,黄,2,エッグヘッド/麦わらの一味,【登場時】自分の手札から【トリガー】を持つカード1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。その後、自分の手札が3枚以下の場合、カード1枚を引く。,【トリガー】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】
ワイパー,OP08-110_p1,OP08-110,CHARACTER,R,4,射,5000,2000,黄,2,空島/シャンドラの戦士,【登場時】自分のデッキの上から5枚を見て、「アッパーヤード」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分の手札から「アッパーヤード」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】
S-スネーク,OP08-112_p1,OP08-112,CHARACTER,SR,5,特,6000,1000,黄,2,エッグヘッド/セラフィム,【登場時】「モンキー・D・ルフィ」以外の相手のコスト6以下のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。,【トリガー】このカードの【登場時】効果を発動する。,ブースターパック 二つの伝説【OP-08】
シルバーズ･レイリー,OP08-118_p1,OP08-118,CHARACTER,SEC,8,斬,8000,0,赤,2,元ロジャー海賊団,【登場時】相手のキャラ2枚までを選び、次の相手のターン終了時まで、1枚をパワー-3000し、残りをパワー-2000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】
シルバーズ･レイリー,OP08-118_p2,OP08-118,CHARACTER,SEC,8,斬,8000,0,赤,2,元ロジャー海賊団,【登場時】相手のキャラ2枚までを選び、次の相手のターン終了時まで、1枚をパワー-3000し、残りをパワー-2000。その後、相手のパワー3000以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】
カイドウ＆リンリン,OP08-119_p1,OP08-119,CHARACTER,SEC,10,打/特,12000,0,紫,2,四皇/百獣海賊団/ビッグ・マム海賊団,【アタック時】ドン‼-10：このキャラ以外のキャラすべてを、KOする。その後、自分のデッキの上から1枚までを、ライフの上に加え、相手のライフの上から1枚までを、トラッシュに置く。,,ブースターパック 二つの伝説【OP-08】
ポートガス・D・エース,OP02-013_p3,OP02-013,CHARACTER,SPカード,7,特,7000,0,赤,1,白ひげ海賊団,【登場時】相手のキャラ2枚までを、このターン中、パワー-3000。その後、自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】
シャーロット・プリン,OP03-112_p4,OP03-112,CHARACTER,SPカード,1,知,2000,1000,黄,1,ビッグ・マム海賊団,【登場時】自分のデッキの上から4枚を見て、「シャーロット・プリン」以外の特徴《ビッグ・マム海賊団》を持つカードか「サンジ」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】
ジュエリー・ボニー,ST02-007_p3,ST02-007,CHARACTER,SPカード,1,特,1000,1000,緑,1,超新星/ボニー海賊団,【起動メイン】①(コストエリアのドン‼を指定の数レストにできる)，このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】
ゲッコー・モリア,ST03-004_p2,ST03-004,CHARACTER,SPカード,4,特,5000,1000,青,1,王下七武海/スリラーバーク海賊団,【登場時】自分のトラッシュの「ゲッコー・モリア」以外のコスト4以下の特徴《王下七武海》か《スリラーバーク海賊団》を持つキャラカード1枚までを、手札に加える。,,ブースターパック 二つの伝説【OP-08】
クイーン,ST04-005_p3,ST04-005,CHARACTER,SPカード,5,打,6000,1000,紫,1,百獣海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：カード2枚を引き、自分の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】
たしぎ,ST06-006_p2,ST06-006,CHARACTER,SPカード,3,斬,4000,2000,黒,1,海軍,【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】
シャンクス,OP09-001_p1,OP09-001,LEADER,L,-,斬,5000,0,赤,3,四皇/赤髪海賊団,【ターン1回】相手がアタックした時、発動できる。相手のリーダーかキャラ1枚までを、このターン中、パワー-1000。,,ブースターパック 新たなる皇帝【OP-09】
ウタ,OP09-002_p1,OP09-002,CHARACTER,R,1,特,2000,1000,赤,3,FILM,【登場時】自分のデッキの上から5枚を見て、特徴《赤髪海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 新たなる皇帝【OP-09】
シャンクス,OP09-004_p1,OP09-004,CHARACTER,SR,10,斬,12000,0,赤,3,四皇/赤髪海賊団,相手のキャラすべてを、パワー-1000。【速攻】(このカードは登場したターンにアタックできる),,ブースターパック 新たなる皇帝【OP-09】
シャンクス,OP09-004_p2,OP09-004,CHARACTER,SR,10,斬,12000,0,赤,3,四皇/赤髪海賊団,相手のキャラすべてを、パワー-1000。【速攻】(このカードは登場したターンにアタックできる),,ブースターパック 新たなる皇帝【OP-09】
