カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
カリファ,OP03-060,OP03-060,CHARACTER,UC,4,知,4000,2000,紫,1,W7/GC,【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：カード2枚を引き、自分の手札1枚を捨てる。,,強大な敵【OP-03】
キウイ&モズ,OP03-061,OP03-061,CHARACTER,C,2,斬,4000,1000,紫,1,W7/フランキー一家,-,,強大な敵【OP-03】
ココロ,OP03-062,OP03-062,CHARACTER,R,1,知,2000,1000,紫,1,人魚族/W7,【登場時】自分のデッキの上から5枚を見て、「ココロ」以外の特徴《W7》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,強大な敵【OP-03】
ザンバイ,OP03-063,OP03-063,CHARACTER,UC,3,斬,2000,0,紫,1,W7/フランキー一家,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《W7》を持つ場合、カード1枚を引く。,,強大な敵【OP-03】
タイルストン,OP03-064,OP03-064,CHARACTER,C,5,打,6000,1000,紫,1,W7/GC,【KO時】自分のリーダーが特徴《GC》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】
チムニー＆ゴンベ,OP03-065,OP03-065,CHARACTER,C,2,知,2000,1000,紫,1,動物/W7,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,強大な敵【OP-03】
パウリー,OP03-066,OP03-066,CHARACTER,SR,5,打,6000,0,紫,1,W7/GC,【登場時】➁(コストエリアのドン!!を指定の数レストにできる)：ドン!!デッキからドン!!1枚までを、アクティブで追加する。その後、自分の場にドン!!が8枚以上ある場合、相手のコスト4以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】
ピープリー・ルル,OP03-067,OP03-067,CHARACTER,UC,5,射,5000,1000,紫,1,W7/GC,【ドン!!×1】【アタック時】自分のリーダーが特徴《GC》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】
ミノゼブラ,OP03-068,OP03-068,CHARACTER,C,4,打,5000,1000,紫,1,インペルダウン/獄卒獣,【バニッシュ】(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる)【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】
ミノリノケロス,OP03-069,OP03-069,CHARACTER,C,3,打,5000,0,紫,1,インペルダウン/獄卒獣,【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、カード2枚を引き、手札1枚を捨てる。,,強大な敵【OP-03】
モンキー・D・ルフィ,OP03-070,OP03-070,CHARACTER,R,6,打,7000,0,紫,1,W7/麦わらの一味,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)，自分の手札からコスト5のキャラカード1枚を捨てることができる：このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,強大な敵【OP-03】
ロブ・ルッチ,OP03-071,OP03-071,CHARACTER,R,5,打,6000,1000,紫,1,W7/GC,【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト5以下のキャラ1枚までを、レストにする。,,強大な敵【OP-03】
ゴムゴムのJET銃乱打,OP03-072,OP03-072,EVENT,R,0,,-,0,紫,1,W7/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】ドン!!デッキからドン!!1枚までを、アクティブで追加する。,強大な敵【OP-03】
船底解体斬り,OP03-073,OP03-073,EVENT,C,1,,-,0,紫,1,W7/フランキー一家,【メイン】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《W7》を持つ場合、相手のコスト2以下のキャラ1枚までを、KOする。,【トリガー】このカードの【メイン】効果を発動する。,強大な敵【OP-03】
独楽結び,OP03-074,OP03-074,EVENT,UC,2,,-,0,紫,1,W7/GC,【メイン】ドン!!-2(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト4以下のキャラ1枚までを、持ち主のデッキの下に置く。,【トリガー】このカードの【メイン】効果を発動する。,強大な敵【OP-03】
ガレーラカンパニー,OP03-075,OP03-075,STAGE,C,3,,-,0,紫,1,W7/GC,【起動メイン】このステージをレストにできる：自分のリーダーが「アイスバーグ」の場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】
ロブ・ルッチ,OP03-076,OP03-076,LEADER,L,-,打,5000,0,黒,1,CP9,【自分のターン中】【ターン1回】自分の手札2枚を捨てることができる：相手のキャラがKOされた時、このリーダーをアクティブにする。,,強大な敵【OP-03】
シャーロット・リンリン,OP03-077,OP03-077,LEADER,L,-,特,5000,0,黒/黄,1,四皇/ビッグ・マム海賊団,"【ドン!!×2】【アタック時】②(コストエリアのドン!!を指定の数レストにできる),自分の手札1枚を捨てることができる：自分のライフが1枚以下の場合、デッキの上から1枚までを、ライフの上に加える。",,強大な敵【OP-03】
イッショウ,OP03-078,OP03-078,CHARACTER,SR,8,斬,9000,0,黒,1,海軍,【ドン!!×1】【自分のターン中】相手のキャラすべてをコスト-3。【登場時】相手の手札が6枚以上ある場合、相手の手札2枚を捨てる。,,強大な敵【OP-03】
ヴェルゴ,OP03-079,OP03-079,CHARACTER,UC,5,打,5000,2000,黒,1,海軍/ドンキホーテ海賊団,【ドン!!×1】このキャラはバトルでKOされない。,,強大な敵【OP-03】
カク,OP03-080,OP03-080,CHARACTER,SR,5,斬,6000,1000,黒,1,CP9,【登場時】自分のトラッシュの『CP』を含む特徴を持つカード2枚を好きな順番でデッキの下に置くことができる：相手のコスト3以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】
カリファ,OP03-081,OP03-081,CHARACTER,R,4,特,4000,2000,黒,1,CP9,【登場時】カード2枚を引き、自分の手札2枚を捨てる。その後、相手のキャラ1枚までを、このターン中、コスト-2。,,強大な敵【OP-03】
クマドリ,OP03-082,OP03-082,CHARACTER,C,4,打,6000,1000,黒,1,CP9,-,,強大な敵【OP-03】
コーギー,OP03-083,OP03-083,CHARACTER,C,1,知,-,1000,黒,1,世界政府,【登場時】自分のデッキの上から5枚を見て、カード2枚までを、トラッシュに置く。その後、残りを好きな順番でデッキの下に置く。,,強大な敵【OP-03】
ジェリー,OP03-084,OP03-084,CHARACTER,C,2,打,4000,1000,黒,1,CP6,-,,強大な敵【OP-03】
ジャブラ,OP03-085,OP03-085,CHARACTER,C,5,打,7000,1000,黒,1,CP9,-,,強大な敵【OP-03】
スパンダム,OP03-086,OP03-086,CHARACTER,R,1,斬,2000,1000,黒,1,CP9,【登場時】自分のリーダーが『CP』を含む特徴を持つ場合、デッキの上から3枚を見て、「スパンダム」以外の『CP』を含む特徴を持つカード1枚までを公開し、手札に加える。その後、残りをトラッシュに置く。,,強大な敵【OP-03】
ネロ,OP03-087,OP03-087,CHARACTER,C,3,射,5000,1000,黒,1,CP9,-,,強大な敵【OP-03】
フクロウ,OP03-088,OP03-088,CHARACTER,UC,3,打,3000,1000,黒,1,CP9,このキャラは効果でKOされない。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,強大な敵【OP-03】
ブランニュー,OP03-089,OP03-089,CHARACTER,R,2,知,3000,1000,黒,1,海軍,【登場時】自分のデッキの上から3枚を見て、「ブランニュー」以外の特徴《海軍》を持つカード1枚までを公開し、手札に加える。その後、残りをトラッシュに置く。,,強大な敵【OP-03】
ブルーノ,OP03-090,OP03-090,CHARACTER,R,5,打,6000,1000,黒,1,CP9,【ドン!!×1】このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】自分のトラッシュからコスト4以下の『CP』を含む特徴を持つキャラカード1枚までを、レストで登場させる。,,強大な敵【OP-03】
ヘルメッポ,OP03-091,OP03-091,CHARACTER,C,1,知,-,1000,黒,1,海軍,【登場時】相手の元々の効果のないキャラ1枚までを、このターン中、コスト0にする。,,強大な敵【OP-03】
ロブ・ルッチ,OP03-092,OP03-092,CHARACTER,SR,6,打,7000,0,黒,1,CP9,【登場時】自分のトラッシュの『CP』を含む特徴を持つカード2枚を好きな順番でデッキの下に置くことができる：このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,強大な敵【OP-03】
ワンゼ,OP03-093,OP03-093,CHARACTER,UC,2,斬,4000,0,黒,1,CP7,【登場時】自分の手札1枚を捨てることができる：自分のリーダーが『CP』を含む特徴を持つ場合、相手のコスト1以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】
空気開扉,OP03-094,OP03-094,EVENT,UC,4,,-,0,黒,1,CP9,【メイン】自分のリーダーが『CP』を含む特徴を持つ場合、自分のデッキの上から5枚を見て、コスト5以下の『CP』を含む特徴を持つキャラカード1枚までを、登場させる。その後、残りをトラッシュに置く。,【トリガー】自分のトラッシュからコスト3以下の黒のキャラカード1枚までを、登場させる。,強大な敵【OP-03】
石鹼羊,OP03-095,OP03-095,EVENT,C,1,,-,0,黒,1,CP9,【メイン】相手のキャラ2枚までを、このターン中、コスト-2。,【トリガー】相手は自身の手札1枚を捨てる。,強大な敵【OP-03】
嵐脚　周断,OP03-096,OP03-096,EVENT,UC,2,,-,0,黒,1,CP9,【メイン】相手のコスト0のキャラか、相手のコスト3以下のステージ1枚までを、KOする。,【トリガー】カード2枚を引く。,強大な敵【OP-03】
六王銃,OP03-097,OP03-097,EVENT,R,0,,-,0,黒,1,CP9,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【トリガー】カード1枚を引く。その後、相手のコスト1以下のキャラ1枚までを、KOする。,強大な敵【OP-03】
エニエス・ロビー,OP03-098,OP03-098,STAGE,C,2,,-,0,黒,1,世界政府,【起動メイン】このステージをレストにできる：自分のリーダーが『CP』を含む特徴を持つ場合、相手のキャラ1枚までを、このターン中、コスト-2。,【トリガー】このカードを登場させる,強大な敵【OP-03】
シャーロット・カタクリ,OP03-099,OP03-099,LEADER,L,-,打,5000,0,黄,1,ビッグ・マム海賊団,【ドン!!×1】【アタック時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、このリーダーは、このバトル中、パワー+1000。,,強大な敵【OP-03】
キングバーム,OP03-100,OP03-100,CHARACTER,C,3,打,5000,0,黄,1,ビッグ・マム海賊団/ホーミーズ,-,【トリガー】自分のライフの上か下から1枚をトラッシュに置くことができる：このカードを登場させる。,強大な敵【OP-03】
ケイミー,OP03-101,OP03-101,CHARACTER,C,1,知,3000,1000,黄,1,人魚族,-,,強大な敵【OP-03】
サンジ,OP03-102,OP03-102,CHARACTER,R,2,打,3000,2000,黄,1,ヴィンスモーク家,【ドン!!×2】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,強大な敵【OP-03】
始末屋ボビン,OP03-103,OP03-103,CHARACTER,C,2,斬,4000,1000,黄,1,ビッグ・マム海賊団,-,,強大な敵【OP-03】
シャーリー,OP03-104,OP03-104,CHARACTER,UC,3,知,3000,1000,黄,1,人魚族,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,,強大な敵【OP-03】
